# SA_step mu sigma
2859 0.78724794 0.62530175
2860 0.79720128 0.62631236
2861 0.79054249 0.62102779
2862 0.79136866 0.61640642
2863 0.79617465 0.62188019
2864 0.79711475 0.62011998
2865 0.80363207 0.62569843
2866 0.79649221 0.62813276
2867 0.79429784 0.63022176
2868 0.78994339 0.62643055
2869 0.78994339 0.62643055
2870 0.79765421 0.61919732
2871 0.80207845 0.62443278
2872 0.80195670 0.62062584
2873 0.79401618 0.62283921
2874 0.78801769 0.62656313
2875 0.77959997 0.61971703
2876 0.77959997 0.61971703
2877 0.78204459 0.61040376
2878 0.77518016 0.60734036
2879 0.78029606 0.61016954
2880 0.78413779 0.61162194
2881 0.77988354 0.61406735
2882 0.78731604 0.61739440
2883 0.79265076 0.62494812
2884 0.78271757 0.62225982
2885 0.78815625 0.61643988
2886 0.79702735 0.61558803
2887 0.79702735 0.61558803
2888 0.79702735 0.61558803
2889 0.79702735 0.61558803
2890 0.79702735 0.61558803
2891 0.79702735 0.61558803
2892 0.79702735 0.61558803
2893 0.79702735 0.61558803
2894 0.79702735 0.61558803
2895 0.79892835 0.61679036
2896 0.79091147 0.61918795
2897 0.78845941 0.62517565
2898 0.79170492 0.61978669
2899 0.79410377 0.62108234
2900 0.80124137 0.62139081
2901 0.80124137 0.62139081
2902 0.79211475 0.61423507
2903 0.79761419 0.62131288
2904 0.79837083 0.61602874
2905 0.80382880 0.60690637
2906 0.80382880 0.60690637
2907 0.81130263 0.60574955
2908 0.81249633 0.60397437
2909 0.82125568 0.60480205
2910 0.82125568 0.60480205
2911 0.82125568 0.60480205
2912 0.81472858 0.60285921
2913 0.81137868 0.60451271
2914 0.80480987 0.60586421
2915 0.80951308 0.61146510
2916 0.80951308 0.61146510
2917 0.80951308 0.61146510
2918 0.80951308 0.61146510
2919 0.80951308 0.61146510
2920 0.80951308 0.61146510
2921 0.80951308 0.61146510
2922 0.80951308 0.61146510
2923 0.81638917 0.60422129
2924 0.80942624 0.60688673
2925 0.80942624 0.60688673
2926 0.80942624 0.60688673
2927 0.80990988 0.60953787
2928 0.80990988 0.60953787
2929 0.80990988 0.60953787
2930 0.80575329 0.61076953
2931 0.80402606 0.61307375
2932 0.79940605 0.61347779
2933 0.79305495 0.61662107
2934 0.79572971 0.60690493
2935 0.79652204 0.61400038
2936 0.79202318 0.62050389
2937 0.80093489 0.61247635
2938 0.80533351 0.61523006
2939 0.80306919 0.61488494
2940 0.79654991 0.61998610
2941 0.80066962 0.61517022
2942 0.80066962 0.61517022
2943 0.79542167 0.61768729
2944 0.79666074 0.61092116
2945 0.79666074 0.61092116
2946 0.79666074 0.61092116
2947 0.79666074 0.61092116
2948 0.79728339 0.60286223
2949 0.79829899 0.60759104
2950 0.79829899 0.60759104
2951 0.79923152 0.61730825
2952 0.79923152 0.61730825
2953 0.79923152 0.61730825
2954 0.79923152 0.61730825
2955 0.79923152 0.61730825
2956 0.79923152 0.61730825
2957 0.79923152 0.61730825
2958 0.79923152 0.61730825
2959 0.79140088 0.61194326
2960 0.78294050 0.60205864
2961 0.78207599 0.60098387
2962 0.78174279 0.60857363
2963 0.78174279 0.60857363
2964 0.78546453 0.61854813
2965 0.78544422 0.62202579
2966 0.79164229 0.62890714
2967 0.79164229 0.62890714
2968 0.78434914 0.62882463
2969 0.78194516 0.62800697
2970 0.77804491 0.63154338
2971 0.77981805 0.62222598
2972 0.77898258 0.61831256
2973 0.78516617 0.62155810
2974 0.78529444 0.62085774
2975 0.78970437 0.62020721
2976 0.79630610 0.61157615
2977 0.80297163 0.61342717
2978 0.80297163 0.61342717
2979 0.79962591 0.62257042
2980 0.80203612 0.61825460
2981 0.80203612 0.61825460
2982 0.80203612 0.61825460
2983 0.79767670 0.61957194
2984 0.79767670 0.61957194
2985 0.79767670 0.61957194
2986 0.79767670 0.61957194
2987 0.79855621 0.61479147
2988 0.79293752 0.61840804
2989 0.79293752 0.61840804
2990 0.79321926 0.62209925
2991 0.79321926 0.62209925
2992 0.78534206 0.62582579
2993 0.78791476 0.61896561
2994 0.78935949 0.61017120
2995 0.78935949 0.61017120
2996 0.78778125 0.61210688
2997 0.78778125 0.61210688
2998 0.79655083 0.62166842
2999 0.79655083 0.62166842
