#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
       10333          -1   0.0424461  0.00868226
       10334     -0.9996   0.0423452    0.008682
       10335     -0.9964   0.0422447  0.00868175
       10336      -0.992   0.0421447  0.00868148
       10337     -0.9628   0.0420474  0.00868119
       10338     -0.0588   0.0420377  0.00868035
       10339      0.4948   0.0420815  0.00867962
       10340     -0.1212   0.0420657   0.0086788
       10341     -0.8216   0.0419822  0.00867836
       10342     -0.9996   0.0418815  0.00867811
       10343     -0.9984   0.0417809  0.00867785
       10344     -0.9828   0.0416818  0.00867758
       10345      -0.748   0.0416055  0.00867707
       10346     -0.0604   0.0415956  0.00867624
       10347      0.1776   0.0416088  0.00867541
       10348      0.7756   0.0416797  0.00867486
       10349           1   0.0417723  0.00867452
       10350      0.9976   0.0418647  0.00867417
       10351       0.838   0.0419416  0.00867368
       10352      0.5712   0.0419927  0.00867299
       10353      0.0356   0.0419921  0.00867215
       10354      0.0528   0.0419931  0.00867131
       10355      0.4696   0.0420344  0.00867058
       10356      0.9444   0.0421216  0.00867018
       10357      0.9996    0.042214  0.00866983
       10358           1   0.0423065  0.00866949
       10359      0.9996   0.0423989  0.00866914
       10360      0.9996   0.0424913   0.0086688
       10361      0.9976   0.0425835  0.00866845
       10362      0.9996   0.0426758  0.00866811
       10363      0.2808   0.0426988   0.0086673
       10364     -0.3432   0.0426616  0.00866655
       10365     -0.1296   0.0426449  0.00866572
       10366     -0.2472    0.042617  0.00866493
       10367     -0.6568   0.0425495  0.00866436
       10368     -0.7076   0.0424772  0.00866383
       10369     -0.4036   0.0424341   0.0086631
       10370     -0.4268   0.0423889  0.00866238
       10371      0.4732   0.0424304  0.00866165
       10372      0.9996   0.0425227   0.0086613
       10373           1    0.042615  0.00866096
       10374      0.7272    0.042681  0.00866038
       10375     -0.1032   0.0426669  0.00865955
       10376        -0.1   0.0426532  0.00865873
       10377      -0.262   0.0426238  0.00865794
       10378     -0.5948   0.0425624  0.00865733
       10379     -0.3908   0.0425207  0.00865659
       10380     -0.8548   0.0424342  0.00865619
       10381     -0.9996   0.0423338  0.00865594
       10382          -1   0.0422334  0.00865569
       10383     -0.9996   0.0421331  0.00865544
       10384     -0.8768   0.0420446  0.00865506
       10385     -0.9988   0.0419444   0.0086548
       10386      -0.888   0.0418548  0.00865443
       10387       -0.96   0.0417584  0.00865414
       10388          -1   0.0416581  0.00865388
       10389     -0.9996   0.0415579  0.00865363
       10390     -0.9988   0.0414577  0.00865338
       10391          -1   0.0413575  0.00865313
       10392     -0.4164   0.0413135   0.0086524
       10393      0.3972   0.0413477  0.00865164
       10394      0.9996   0.0414399   0.0086513
       10395      0.9992    0.041532  0.00865096
       10396      0.9992   0.0416242  0.00865062
       10397      0.9996   0.0417163  0.00865027
       10398      0.9996   0.0418084  0.00864993
       10399      0.9976   0.0419003  0.00864959
       10400      0.9896   0.0419915  0.00864924
       10401      0.7376   0.0420583  0.00864866
       10402      0.9992   0.0421504  0.00864832
       10403      0.9988   0.0422423  0.00864798
       10404      0.9992   0.0423343  0.00864764
       10405      0.6868   0.0423962  0.00864703
       10406       0.506   0.0424408  0.00864631
       10407           1   0.0425328  0.00864597
       10408      0.9996   0.0426248  0.00864563
       10409      0.9992   0.0427166  0.00864529
       10410           1   0.0428086  0.00864495
       10411      0.9928   0.0428999   0.0086446
       10412        0.56   0.0429495  0.00864391
       10413      0.3104   0.0429752  0.00864312
       10414      0.4904   0.0430182  0.00864239
       10415      0.5348   0.0430654  0.00864169
       10416      0.4572   0.0431051  0.00864096
       10417       0.802    0.043178  0.00864043
       10418      0.9948   0.0432693  0.00864009
       10419      0.9988   0.0433611  0.00863974
       10420           1   0.0434529   0.0086394
       10421           1   0.0435447  0.00863906
       10422      0.9556   0.0436322  0.00863868
       10423      0.9988   0.0437238  0.00863833
       10424      0.9996   0.0438155  0.00863799
       10425      0.9992   0.0439071  0.00863765
       10426       0.994   0.0439983   0.0086373
       10427       0.996   0.0440896  0.00863695
       10428      0.9992   0.0441812  0.00863661
       10429      0.9816   0.0442711  0.00863625
       10430      0.9948   0.0443622   0.0086359
       10431      0.9996   0.0444538  0.00863556
       10432           1   0.0445454  0.00863522
       10433           1   0.0446369  0.00863488
       10434      0.9996   0.0447285  0.00863454
       10435           1     0.04482  0.00863419
       10436      0.9996   0.0449115  0.00863385
       10437           1    0.045003  0.00863351
       10438      0.9996   0.0450945  0.00863317
       10439      0.9992   0.0451859  0.00863282
       10440      0.9856   0.0452759  0.00863247
       10441           1   0.0453674  0.00863212
       10442      0.9996   0.0454588  0.00863178
       10443           1   0.0455502  0.00863144
       10444      0.9824   0.0456399  0.00863108
       10445      0.9928   0.0457306  0.00863073
       10446      0.9992   0.0458218  0.00863038
       10447        0.78   0.0458921  0.00862984
       10448       0.628   0.0459478   0.0086292
       10449      0.9992    0.046039  0.00862885
       10450      0.9988   0.0461302  0.00862851
       10451      0.9768   0.0462193  0.00862814
       10452      0.7404   0.0462857  0.00862757
       10453      0.9992   0.0463768  0.00862723
       10454           1   0.0464681  0.00862689
       10455           1   0.0465593  0.00862654
       10456      0.9368   0.0466444  0.00862614
       10457           1   0.0467356   0.0086258
       10458           1   0.0468267  0.00862545
       10459           1   0.0469179  0.00862511
       10460      0.9948   0.0470085  0.00862476
       10461      0.9948   0.0470991  0.00862441
       10462           1   0.0471902  0.00862407
       10463           1   0.0472812  0.00862373
       10464      0.9996   0.0473722  0.00862338
       10465      0.9056   0.0474543  0.00862295
       10466      0.9996   0.0475452   0.0086226
       10467           1   0.0476362  0.00862226
       10468           1   0.0477272  0.00862192
       10469           1   0.0478182  0.00862157
       10470      0.9992    0.047909  0.00862123
       10471           1       0.048  0.00862088
       10472           1   0.0480909  0.00862054
       10473      0.8724   0.0481696  0.00862008
       10474      0.5472   0.0482172  0.00861938
       10475      0.1708   0.0482289  0.00861857
       10476       0.244   0.0482476  0.00861777
       10477      0.9004   0.0483289  0.00861733
       10478           1   0.0484198  0.00861698
       10479      0.9592   0.0485067   0.0086166
       10480      0.9988   0.0485974  0.00861626
       10481           1   0.0486881  0.00861591
       10482      0.9976   0.0487787  0.00861557
       10483           1   0.0488694  0.00861522
       10484       0.998   0.0489599  0.00861488
       10485       0.998   0.0490505  0.00861453
       10486      0.9944   0.0491406  0.00861418
       10487      0.9988   0.0492312  0.00861383
       10488      0.9976   0.0493216  0.00861349
       10489           1   0.0494122  0.00861314
       10490      0.9836   0.0495013  0.00861278
       10491      0.9996   0.0495918  0.00861244
       10492      0.9996   0.0496824  0.00861209
       10493      0.9924   0.0497722  0.00861174
       10494      0.9992   0.0498627  0.00861139
       10495           1   0.0499532  0.00861105
       10496       0.986   0.0500424  0.00861069
       10497      0.8904   0.0501225  0.00861024
       10498      0.5712   0.0501721  0.00860957
       10499      0.7076   0.0502347  0.00860897
       10500           1   0.0503252  0.00860863
       10501       0.942   0.0504101  0.00860823
       10502      0.9988   0.0505004  0.00860788
       10503      0.9992   0.0505907  0.00860754
       10504           1   0.0506811  0.00860719
       10505      0.9992   0.0507714  0.00860685
       10506      0.9996   0.0508617   0.0086065
       10507      0.6708   0.0509207  0.00860588
       10508       0.376   0.0509517  0.00860512
       10509       0.012   0.0509479   0.0086043
       10510      0.0172   0.0509447  0.00860348
       10511     -0.3068   0.0509107  0.00860273
       10512      0.5464   0.0509578  0.00860204
       10513           1   0.0510481   0.0086017
       10514           1   0.0511384  0.00860135
       10515      0.9996   0.0512286  0.00860101
       10516      0.8444    0.051304  0.00860052
       10517       0.452   0.0513421  0.00859979
       10518      0.0188    0.051339  0.00859897
       10519      0.4476   0.0513767  0.00859824
       10520      0.2064   0.0513914  0.00859743
       10521      0.0732   0.0513935  0.00859662
       10522      0.4156   0.0514281  0.00859587
       10523     -0.1772   0.0514064  0.00859508
       10524     -0.0132   0.0514002  0.00859426
       10525      -0.004    0.051395  0.00859345
       10526      -0.388   0.0513532  0.00859273
       10527     -0.2896   0.0513208  0.00859198
       10528     -0.9764   0.0512232  0.00859172
       10529      -0.996   0.0511238  0.00859148
       10530      -0.854   0.0510378  0.00859109
       10531     -0.9884   0.0509391  0.00859084
       10532     -0.7988   0.0508584  0.00859041
       10533 7.77156e-18   0.0508536  0.00858959
       10534       0.488   0.0508951  0.00858888
       10535      0.6096   0.0509481  0.00858822
       10536      0.9996   0.0510382  0.00858788
       10537      0.9988   0.0511281  0.00858754
       10538      0.9996   0.0512181  0.00858719
       10539      0.9996   0.0513081  0.00858685
       10540           1   0.0513981  0.00858651
       10541      0.5088   0.0514415   0.0085858
       10542      0.3132   0.0514663  0.00858502
       10543     -0.4376   0.0514199  0.00858434
       10544     -0.4252   0.0513747  0.00858364
       10545      -0.088   0.0513615  0.00858284
       10546      0.6596   0.0514192  0.00858222
       10547      0.9956   0.0515087  0.00858187
       10548      0.9976   0.0515984  0.00858152
       10549       0.804   0.0516697  0.00858101
       10550       0.526   0.0517147  0.00858031
       10551     -0.6816   0.0516452  0.00857978
       10552      -0.998   0.0515457  0.00857954
       10553     -0.9964   0.0514464  0.00857931
       10554          -1   0.0513468  0.00857907
       10555     -0.9992   0.0512473  0.00857884
       10556          -1   0.0511477   0.0085786
       10557     -0.9996   0.0510481  0.00857837
       10558          -1   0.0509486  0.00857813
       10559          -1   0.0508491   0.0085779
       10560     -0.9904   0.0507505  0.00857765
       10561     -0.9968   0.0506513  0.00857741
       10562     -0.7776   0.0505728  0.00857696
       10563      -0.988   0.0504745  0.00857671
       10564      -0.986   0.0503764  0.00857646
       10565     -0.9996    0.050277  0.00857622
       10566     -0.9988   0.0501777  0.00857599
       10567     -0.9984   0.0500785  0.00857575
       10568     -0.9412   0.0499847  0.00857545
       10569     -0.6112   0.0499221  0.00857487
       10570     -0.9692   0.0498257   0.0085746
       10571          -1   0.0497264  0.00857436
       10572     -0.9824   0.0496288  0.00857411
       10573     -0.9404   0.0495352  0.00857381
       10574     -0.9964   0.0494362  0.00857357
       10575      -0.838   0.0493523  0.00857317
       10576      -0.688   0.0492826  0.00857264
       10577     -0.9548   0.0491877  0.00857235
       10578     -0.8536   0.0491023  0.00857197
       10579     -0.9992   0.0490032  0.00857173
       10580     -0.6232   0.0489397  0.00857116
       10581     -0.5148   0.0488864  0.00857051
       10582     -0.9632   0.0487908  0.00857024
       10583          -1   0.0486917     0.00857
       10584          -1   0.0485926  0.00856976
       10585          -1   0.0484935  0.00856952
       10586      -0.994   0.0483951  0.00856928
       10587     -0.9992   0.0482961  0.00856904
       10588      -0.992   0.0481978   0.0085688
       10589     -0.9996   0.0480989  0.00856856
       10590      -0.998   0.0480001  0.00856832
       10591     -0.5804   0.0479408  0.00856772
       10592      0.0816    0.047944  0.00856691
       10593      0.2788   0.0479658  0.00856613
       10594     -0.2044   0.0479419  0.00856535
       10595     -0.3096   0.0479082  0.00856461
       10596     -0.9108   0.0478177  0.00856428
       10597          -1   0.0477188  0.00856404
       10598     -0.7536   0.0476432  0.00856357
       10599       -0.06   0.0476331  0.00856276
       10600      0.8064   0.0477046  0.00856226
       10601      0.9732   0.0477919  0.00856189
       10602           1   0.0478818  0.00856156
       10603       0.746   0.0479476    0.008561
       10604      0.0292   0.0479458   0.0085602
       10605     -0.1144   0.0479305   0.0085594
       10606      0.2456   0.0479492  0.00855862
       10607     -0.4204    0.047905  0.00855792
       10608     -0.9988   0.0478063  0.00855768
       10609          -1   0.0477076  0.00855745
       10610      -0.732   0.0476341  0.00855696
       10611     -0.7692   0.0475571   0.0085565
       10612     -0.6392   0.0474924  0.00855593
       10613     -0.9096   0.0474022   0.0085556
       10614      -0.996   0.0473039  0.00855536
       10615          -1   0.0472052  0.00855513
       10616     -0.9824   0.0471083  0.00855487
       10617     -0.9848   0.0470111  0.00855462
       10618          -1   0.0469125  0.00855438
       10619      -0.998   0.0468141  0.00855414
       10620      -0.934   0.0467217  0.00855383
       10621      -0.996   0.0466235  0.00855359
       10622     -0.9996    0.046525  0.00855335
       10623          -1   0.0464265  0.00855311
       10624     -0.9984   0.0463282  0.00855287
       10625     -0.9996   0.0462297  0.00855264
       10626     -0.9992   0.0461313   0.0085524
       10627     -0.9992    0.046033  0.00855216
       10628          -1   0.0459346  0.00855192
       10629     -0.9992   0.0458362  0.00855168
       10630     -0.9988   0.0457379  0.00855144
       10631          -1   0.0456396   0.0085512
       10632          -1   0.0455412  0.00855096
       10633     -0.9872   0.0454441  0.00855071
       10634     -0.9952   0.0453462  0.00855047
       10635     -0.9992    0.045248  0.00855023
       10636          -1   0.0451498  0.00854999
       10637     -0.9988   0.0450516  0.00854975
       10638          -1   0.0449534  0.00854951
       10639          -1   0.0448552  0.00854927
       10640      -0.998   0.0447571  0.00854903
       10641      -0.974   0.0446614  0.00854876
       10642     -0.9996   0.0445633  0.00854852
       10643          -1   0.0444651  0.00854828
       10644     -0.5444   0.0444098  0.00854765
       10645     -0.0768   0.0443984  0.00854686
       10646      0.3692   0.0444289  0.00854611
       10647       0.902   0.0445095  0.00854569
       10648      0.8544   0.0445855  0.00854522
       10649       0.948   0.0446704  0.00854484
       10650       0.436   0.0447071  0.00854412
       10651        0.61   0.0447602  0.00854348
       10652       0.546   0.0448072  0.00854281
       10653     -0.2544   0.0447792  0.00854205
       10654     -0.8212   0.0446979  0.00854164
       10655     -0.9996   0.0445999   0.0085414
       10656     -0.9996   0.0445019  0.00854116
       10657          -1   0.0444039  0.00854092
       10658     -0.9956   0.0443063  0.00854068
       10659          -1   0.0442083  0.00854044
       10660     -0.8852   0.0441211  0.00854008
       10661     -0.9528   0.0440276  0.00853979
       10662      -0.998   0.0439299  0.00853955
       10663     -0.9944   0.0438325   0.0085393
       10664          -1   0.0437346  0.00853906
       10665     -0.9996   0.0436368  0.00853882
       10666     -0.9964   0.0435393  0.00853858
       10667     -0.9988   0.0434416  0.00853834
       10668      -0.998   0.0433439   0.0085381
       10669      -0.822   0.0432628  0.00853768
       10670     -0.9996   0.0431651  0.00853744
       10671          -1   0.0430673   0.0085372
       10672     -0.9996   0.0429696  0.00853696
       10673     -0.8576   0.0428853  0.00853658
       10674     -0.9976   0.0427878  0.00853633
       10675     -0.9952   0.0426905  0.00853609
       10676     -0.9976   0.0425931  0.00853584
       10677     -0.9984   0.0424956   0.0085356
       10678     -0.9568    0.042402  0.00853532
       10679     -0.9484   0.0423092  0.00853502
       10680          -1   0.0422116  0.00853478
       10681     -0.9996   0.0421141  0.00853454
       10682          -1   0.0420166   0.0085343
       10683          -1    0.041919  0.00853405
       10684     -0.9968   0.0418218  0.00853381
       10685          -1   0.0417243  0.00853357
       10686     -0.9944   0.0416273  0.00853332
       10687     -0.9996   0.0415299  0.00853308
       10688          -1   0.0414324  0.00853284
       10689     -0.9988   0.0413351  0.00853259
       10690     -0.9076   0.0412464  0.00853226
       10691     -0.7392   0.0411734  0.00853177
       10692      -0.918   0.0410837  0.00853144
       10693     -0.9996   0.0409863   0.0085312
       10694      -0.986   0.0408903  0.00853094
       10695     -0.9996    0.040793   0.0085307
       10696     -0.9944   0.0406962  0.00853045
       10697          -1   0.0405989  0.00853021
       10698     -0.9988   0.0405018  0.00852997
       10699      -0.992   0.0404053  0.00852971
       10700     -0.9996   0.0403081  0.00852947
       10701          -1   0.0402109  0.00852923
       10702     -0.8076   0.0401316   0.0085288
       10703     -0.8048   0.0400527  0.00852837
       10704     -0.2072   0.0400296   0.0085276
       10705     -0.0908   0.0400174  0.00852681
       10706     -0.6824   0.0399499  0.00852628
       10707     -0.2528   0.0399226  0.00852553
       10708     -0.5376   0.0398686  0.00852491
       10709     -0.9244   0.0397786  0.00852459
       10710     -0.2388   0.0397526  0.00852383
       10711      -0.052    0.039744  0.00852304
       10712      0.5436    0.039791  0.00852237
       10713      0.9928     0.03988  0.00852204
       10714           1   0.0399696  0.00852172
       10715      0.5344   0.0400158  0.00852105
       10716        0.19   0.0400297  0.00852026
       10717     -0.0008   0.0400259  0.00851947
       10718      -0.598   0.0399664  0.00851888
       10719          -1   0.0398694  0.00851864
       10720     -0.9872   0.0397736  0.00851838
       10721     -0.9992   0.0396767  0.00851814
       10722     -0.9696   0.0395825  0.00851787
       10723     -0.9988   0.0394857  0.00851762
       10724      -0.998    0.039389  0.00851738
       10725     -0.9992   0.0392921  0.00851713
       10726     -0.9716   0.0391979  0.00851686
       10727     -0.9996    0.039101  0.00851662
       10728     -0.2688   0.0390723  0.00851587
       10729      0.9956   0.0391615  0.00851554
       10730           1    0.039251  0.00851522
       10731      0.9988   0.0393405   0.0085149
       10732      0.9364    0.039424  0.00851451
       10733      0.9468   0.0395086  0.00851414
       10734      0.5348   0.0395547  0.00851347
       10735      0.1752   0.0395674  0.00851269
       10736      0.6404   0.0396233  0.00851208
       10737       0.592   0.0396748  0.00851144
       10738     -0.1624    0.039656  0.00851067
       10739     -0.9496   0.0395638  0.00851038
       10740     -0.9996   0.0394671  0.00851013
       10741     -0.9996   0.0393703  0.00850989
       10742          -1   0.0392736  0.00850965
       10743     -0.9992   0.0391769  0.00850941
       10744          -1   0.0390802  0.00850916
       10745     -0.9984   0.0389836  0.00850892
       10746     -0.9984   0.0388871  0.00850868
       10747     -0.9996   0.0387905  0.00850843
       10748     -0.9764    0.038696  0.00850817
       10749          -1   0.0385994  0.00850792
       10750     -0.9992   0.0385028  0.00850768
       10751          -1   0.0384063  0.00850744
       10752     -0.9996   0.0383097  0.00850719
       10753          -1   0.0382131  0.00850695
       10754          -1   0.0381166  0.00850671
       10755       -0.98   0.0380219  0.00850644
       10756     -0.9996   0.0379255   0.0085062
       10757     -0.9996    0.037829  0.00850595
       10758     -0.9996   0.0377326  0.00850571
       10759     -0.9996   0.0376362  0.00850547
       10760          -1   0.0375397  0.00850522
       10761     -0.6712   0.0374739  0.00850469
       10762      -0.354   0.0374375  0.00850397
       10763     -0.9868   0.0373423  0.00850372
       10764      -0.996   0.0372463  0.00850347
       10765     -0.9988   0.0371501  0.00850322
       10766      -0.976    0.037056  0.00850295
       10767     -0.9996   0.0369597  0.00850271
       10768     -0.9636   0.0368668  0.00850243
       10769     -0.6416   0.0368038  0.00850187
       10770      0.2532   0.0368239  0.00850111
       10771      0.4596   0.0368631  0.00850041
       10772     -0.2448    0.036837  0.00849966
       10773      0.4792    0.036878  0.00849897
       10774       0.424    0.036914  0.00849826
       10775      0.9156   0.0369955  0.00849786
       10776           1   0.0370849  0.00849754
       10777       0.996   0.0371739  0.00849722
       10778           1   0.0372632   0.0084969
       10779           1   0.0373525  0.00849658
       10780      0.9996   0.0374418  0.00849626
       10781      0.9992    0.037531  0.00849594
       10782           1   0.0376203  0.00849562
       10783      0.9672   0.0377065  0.00849527
       10784      0.9796   0.0377938  0.00849493
       10785      0.9992   0.0378829  0.00849461
       10786        0.99   0.0379712  0.00849428
       10787      0.9988   0.0380603  0.00849396
       10788      0.9944   0.0381489  0.00849364
       10789      0.9996   0.0382381  0.00849332
       10790      0.7588   0.0383048  0.00849279
       10791      0.2228   0.0383219  0.00849202
       10792      -0.346   0.0382863  0.00849131
       10793     -0.9056   0.0381989  0.00849097
       10794      -0.998   0.0381029  0.00849073
       10795     -0.9996   0.0380067  0.00849049
       10796          -1   0.0379106  0.00849025
       10797     -0.9968   0.0378148     0.00849
       10798     -0.9984   0.0377188  0.00848976
       10799     -0.9208     0.03763  0.00848943
       10800     -0.8672   0.0375463  0.00848906
       10801     -0.9908   0.0374511  0.00848881
       10802     -0.9996    0.037355  0.00848857
       10803     -0.9832   0.0372606  0.00848831
       10804          -1   0.0371646  0.00848806
       10805          -1   0.0370686  0.00848782
       10806     -0.9872   0.0369738  0.00848757
       10807          -1   0.0368778  0.00848732
       10808     -0.9704   0.0367846  0.00848705
       10809     -0.9824   0.0366904  0.00848679
       10810          -1   0.0365944  0.00848654
       10811          -1   0.0364986   0.0084863
       10812          -1   0.0364027  0.00848606
       10813          -1   0.0363069  0.00848581
       10814     -0.9972   0.0362113  0.00848557
       10815     -0.5144   0.0361604  0.00848493
       10816     -0.0532   0.0361521  0.00848415
       10817      0.0428   0.0361527  0.00848337
       10818     -0.0176   0.0361478  0.00848259
       10819      0.3236   0.0361743  0.00848185
       10820      0.6864   0.0362344  0.00848127
       10821      0.9992   0.0363234  0.00848096
       10822           1   0.0364125  0.00848064
       10823           1   0.0365015  0.00848032
       10824      0.9948     0.03659     0.00848
       10825      0.9992   0.0366789  0.00847969
       10826      0.9952   0.0367675  0.00847937
       10827      0.9996   0.0368564  0.00847905
       10828      0.7248   0.0369199   0.0084785
       10829      0.6224    0.036974  0.00847789
       10830           1   0.0370629  0.00847758
       10831      0.9992   0.0371518  0.00847726
       10832           1   0.0372407  0.00847694
       10833           1   0.0373295  0.00847663
       10834      0.9996   0.0374183  0.00847631
       10835           1   0.0375072  0.00847599
       10836      0.9992   0.0375959  0.00847567
       10837      0.9916    0.037684  0.00847535
       10838           1   0.0377728  0.00847503
       10839      0.9896   0.0378606  0.00847471
       10840      0.9884   0.0379483  0.00847438
       10841      0.9392   0.0380314    0.008474
       10842      0.3412   0.0380594  0.00847327
       10843      0.0316   0.0380588  0.00847249
       10844     -0.3768   0.0380205  0.00847179
       10845     -0.6724    0.037955  0.00847126
       10846          -1   0.0378593  0.00847102
       10847      -0.998   0.0377638  0.00847078
       10848     -0.9988   0.0376683  0.00847054
       10849     -0.9992   0.0375727   0.0084703
       10850     -0.9972   0.0374773  0.00847005
       10851     -0.9704   0.0373844  0.00846978
       10852      -0.996   0.0372892  0.00846954
       10853     -0.9976   0.0371938  0.00846929
       10854     -0.9996   0.0370983  0.00846905
       10855     -0.9972    0.037003  0.00846881
       10856     -0.9996   0.0369076  0.00846857
       10857     -0.9988   0.0368122  0.00846832
       10858          -1   0.0367167  0.00846808
       10859      -0.996   0.0366216  0.00846784
       10860          -1   0.0365261  0.00846759
       10861     -0.9996   0.0364307  0.00846735
       10862     -0.9752   0.0363376  0.00846708
       10863     -0.9996   0.0362422  0.00846684
       10864          -1   0.0361468   0.0084666
       10865          -1   0.0360515  0.00846636
       10866          -1   0.0359561  0.00846611
       10867     -0.9988   0.0358609  0.00846587
       10868     -0.9644   0.0357689  0.00846559
       10869     -0.9996   0.0356736  0.00846535
       10870          -1   0.0355783  0.00846511
       10871     -0.9568    0.035487  0.00846482
       10872          -1   0.0353918  0.00846458
       10873     -0.9992   0.0352966  0.00846433
       10874     -0.9996   0.0352015  0.00846409
       10875          -1   0.0351063  0.00846385
       10876      -0.988   0.0350122  0.00846359
       10877     -0.9992   0.0349171  0.00846335
       10878     -0.9852   0.0348233  0.00846309
       10879     -0.9996   0.0347283  0.00846285
       10880     -0.4092   0.0346875  0.00846217
       10881        0.42   0.0347229  0.00846146
       10882      0.4652   0.0347624  0.00846078
       10883      0.3372   0.0347902  0.00846005
       10884      0.0192   0.0347888  0.00845927
       10885     -0.4564   0.0347437  0.00845861
       10886     -0.9316   0.0346549   0.0084583
       10887     -0.9996   0.0345599  0.00845806
       10888     -0.9948   0.0344654  0.00845781
       10889     -0.9612   0.0343739  0.00845753
       10890     -0.9484   0.0342837  0.00845723
       10891     -0.9972    0.034189  0.00845698
       10892     -0.9992   0.0340941  0.00845674
       10893          -1   0.0339992   0.0084565
       10894     -0.9996   0.0339043  0.00845625
       10895     -0.9996   0.0338094  0.00845601
       10896     -0.9996   0.0337146  0.00845576
       10897     -0.8928   0.0336295  0.00845542
       10898     -0.9988   0.0335348  0.00845517
       10899     -0.9996     0.03344  0.00845493
       10900          -1   0.0333452  0.00845468
       10901     -0.9988   0.0332505  0.00845444
       10902          -1   0.0331558  0.00845419
       10903          -1    0.033061  0.00845395
       10904          -1   0.0329663   0.0084537
       10905      -0.998   0.0328717  0.00845346
       10906     -0.9996    0.032777  0.00845321
       10907          -1   0.0326824  0.00845297
       10908     -0.9992   0.0325878  0.00845272
       10909      -0.998   0.0324933  0.00845248
       10910     -0.9924   0.0323993  0.00845222
       10911     -0.9968    0.032305  0.00845197
       10912          -1   0.0322104  0.00845173
       10913      -0.998    0.032116  0.00845148
       10914          -1   0.0320214  0.00845124
       10915     -0.9996   0.0319269  0.00845099
       10916          -1   0.0318324  0.00845075
       10917          -1   0.0317379   0.0084505
       10918          -1   0.0316434  0.00845025
       10919     -0.9984    0.031549  0.00845001
       10920          -1   0.0314546  0.00844976
       10921      -0.978   0.0313621  0.00844949
       10922          -1   0.0312677  0.00844925
       10923     -0.9964   0.0311736    0.008449
       10924      -0.998   0.0310794  0.00844875
       10925     -0.9984   0.0309852   0.0084485
       10926          -1   0.0308908  0.00844825
       10927          -1   0.0307965  0.00844801
       10928      -0.966   0.0307053  0.00844773
       10929          -1    0.030611  0.00844748
       10930     -0.9988   0.0305168  0.00844723
       10931      -0.858   0.0304355  0.00844685
       10932       -0.02   0.0304309  0.00844608
       10933     -0.3032   0.0304004  0.00844536
       10934      0.0364   0.0304009  0.00844459
       10935      -0.532   0.0303495  0.00844397
       10936     -0.9996   0.0302553  0.00844373
       10937     -0.9744   0.0301634  0.00844346
       10938     -0.9892   0.0300703   0.0084432
       10939     -0.9936   0.0299767  0.00844294
       10940          -1   0.0298825   0.0084427
       10941          -1   0.0297884  0.00844245
       10942          -1   0.0296943   0.0084422
       10943     -0.6076    0.029636  0.00844163
       10944      -0.196   0.0296154  0.00844089
       10945     -0.5196   0.0295652  0.00844026
       10946     -0.2096   0.0295434  0.00843952
       10947     -0.2648   0.0295165  0.00843879
       10948      -0.538   0.0294647  0.00843818
       10949     -0.3292   0.0294319  0.00843748
       10950     -0.2964   0.0294022  0.00843676
       10951     -0.6836    0.029337  0.00843624
       10952     -0.3796   0.0292997  0.00843555
       10953      0.3044   0.0293248  0.00843482
       10954       0.936   0.0294076  0.00843445
       10955      0.9136   0.0294883  0.00843407
       10956      0.9968   0.0295766  0.00843376
       10957      0.9996   0.0296651  0.00843346
       10958       0.938    0.029748  0.00843309
       10959      0.9932   0.0298359  0.00843278
       10960      0.3436   0.0298646  0.00843206
       10961     -0.5092   0.0298154  0.00843144
       10962     -0.3192   0.0297835  0.00843073
       10963     -0.2308   0.0297598  0.00842999
       10964     -0.0248   0.0297548  0.00842922
       10965      0.7236   0.0298181  0.00842869
       10966     -0.3656    0.029782    0.008428
       10967     -0.9996   0.0296882  0.00842776
       10968     -0.9976   0.0295945  0.00842751
       10969     -0.9976   0.0295008  0.00842726
       10970          -1    0.029407  0.00842701
       10971     -0.8444   0.0293274  0.00842662
       10972          -1   0.0292335  0.00842638
       10973          -1   0.0291397  0.00842613
       10974          -1    0.029046  0.00842589
       10975     -0.6696   0.0289823  0.00842536
       10976     -0.9964   0.0288889  0.00842511
       10977     -0.9872   0.0287963  0.00842485
       10978     -0.9408    0.028708  0.00842454
       10979          -1   0.0286143   0.0084243
       10980      -0.984   0.0285221  0.00842404
       10981     -0.2292   0.0284986   0.0084233
       10982      0.3316   0.0285262  0.00842258
       10983      0.2208   0.0285437  0.00842183
       10984      0.2392   0.0285629  0.00842109
       10985      0.8636   0.0286389  0.00842066
       10986           1   0.0287273  0.00842036
       10987      0.9996   0.0288157  0.00842006
       10988      0.9996    0.028904  0.00841975
       10989      0.9968   0.0289921  0.00841945
       10990       0.996   0.0290801  0.00841914
       10991      0.9916   0.0291677  0.00841883
       10992      0.9992   0.0292559  0.00841853
       10993      0.9992   0.0293442  0.00841823
       10994      0.9696   0.0294297  0.00841789
       10995      0.9984   0.0295178  0.00841759
       10996      0.9996    0.029606  0.00841729
       10997      0.9704   0.0296916  0.00841696
       10998        0.96   0.0297762  0.00841662
       10999           1   0.0298644  0.00841631
       11000           1   0.0299526  0.00841601
       11001      0.9992   0.0300407  0.00841571
       11002      0.5344   0.0300865  0.00841507
       11003      0.2004    0.030102  0.00841432
       11004     -0.2008    0.030081  0.00841358
       11005     -0.4436    0.030038  0.00841292
